ID	Cat	Site_ID	AKB	E_coord	N_coord	CK	StoneWalls	Pithoi	Мillstones	Area_daa	SiteOffsite	Type	Relative	Absolute	Кат	Полеви	АКБ	X	Y	СК	Зидове	Питоси	Хромели	дка	Вид	Абсолютна	Област	Община	Землище	Топоним	Експедиция	Година_на_регистрация	Начин_на_добиване_на_данните	Начин_на_локализация_и_достоверност_на_координатите	Релативна	Пра.	Палео.	Нео.	РНео.	СНео.	КНео.	Х	РХ	КХ	БЕ	РБЕ	РБЕ1	РБЕ2	РБЕ3	СБЕ	КБЕ	ЖЕ	РЖЕ	РЖЕ1	РЖЕ2	КЖЕ	КЖЕ1	КЖЕ2	А	К	Ел.	РЕл.	КЕл.	РЕ	КА	КРЕ	РВ	Ср.	РСр.	ЗСр.	КСр.	ПБЦ	ВБЦ	Възраждане	Неопр.	Н.в.	Хипсометрия	Експозиция_код	Експозиция	Наклон	СР2201	СР2202	СР2203	СР2204	СР2205	СР2206	СР2207	СР2208	СР2209	СР2210	СР2211	СР2212	СР2022	Форми_релеф_код	Форми_релефа	Параметри_релеф_код	Параметри_релеф	Почви_код	Почви	Възраст_скали_код	Възраст_скали	Литология_скали_код	Литология_скали	Разстояние_Тунджа_3D	Разстояние_Тунджа_2D	Разстояние_Севтополис_3D	Разстояние_Севтополис_2D	Разстояние_извори_3D	Разстояние_извори_2D	Разстояние_реки_3D	Разстояние_реки_2D	PREHIST	PALEO	NEO	EarlyNEO	MidNEO	LateNEO	CHALCO	EarlyCHALCO	LateCHALCO	BA	EBA	EBA1	EBA2	EBA3	MBA	LBA	IA	EIA	EIA1	EIA2	LIA	LIA1	LIA2	ANTIQ	CLASSICAL	HELLEN	EarlyHELLEN	LateHELLEN	RP	LA	LRP	EByz	MA	EMA	HMA	LMA	1BK	2BK	Renaissance	UNIDENT.	Elevation	Aspect	Slope	ASR2201	ASR2202	ASR2203	ASR2204	ASR2205	ASR2206	ASR2207	ASR2208	ASR2209	ASR2210	ASR2211	ASR2212	ASR2022	Geomorphon	Paramscale	Soils	GeoSeries	GeoLitho	TonsBank3D	TonsBanks2D	Seuto3D	Seuto2D	Spring3D	Spring2D	Rivers3D	Rivers2D
322	1082			25,843355000	42,648303000	NA	NA	NA	NA	NA		Mound	Неопр.		1082			25,843355000	42,648303000	нд	нд	нд	нд	нд	Могила		Стара Загора	Гурково	Конаре				Топография	Топографска карта М 1:50 000 и М 1:5000	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	269	Хълмист	7	ЮЗ	1	27776	46223	91718	131837	170170	177373	176680	148471	104696	59329	31067	21777	1187115	4	Горен склон	1	Равен	4	Канелени	12	Интрузивни магмени (горен палеозой)	3	Интрузивни магмени	331	315	45010	44125	585	573	214	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	269	7	1	27776	46223	91718	131837	170170	177373	176680	148471	104696	59329	31067	21777	1187115	4	1	4	12	3	331	315	45010	44125	585	573	214	205
321	1081			25,843869000	42,649355000	NA	NA	NA	NA	NA		Mound	Неопр.		1081			25,843869000	42,649355000	нд	нд	нд	нд	нд	Могила		Стара Загора	Гурково	Конаре				Топография	Топографска карта М 1:50 000 и М 1:5000	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	270	Хълмист	4	И	2	27182	45448	90665	130908	169497	176886	176086	147592	103638	58424	30434	21275	1178037	1	Равен	1	Равен	4	Канелени	12	Интрузивни магмени (горен палеозой)	3	Интрузивни магмени	433	420	45060	44176	659	648	162	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	270	4	2	27182	45448	90665	130908	169497	176886	176086	147592	103638	58424	30434	21275	1178037	1	1	4	12	3	433	420	45060	44176	659	648	162	155
129	126			26,054126000	42,638705000	NA	NA	NA	NA	NA		Road	Неопр.		126			26,054126000	42,638705000	нд	нд	нд	нд	нд	Път		Сливен	Твърдица	Близнец	Друма			Топонимия	Кадастрална карта	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	270	Хълмист	6	Ю	3	29139	47976	94033	133769	171420	178170	177727	150253	106994	61360	32513	22931	1206284	6	Склон	1	Равен	10	Пясъци	12	Интрузивни магмени (горен палеозой)	3	Интрузивни магмени	1649	1625	62060	61319	13661	13631	58	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	270	6	3	29139	47976	94033	133769	171420	178170	177727	150253	106994	61360	32513	22931	1206284	6	1	10	12	3	1649	1625	62060	61319	13661	13631	58	56
362	1086			25,846367000	42,650753000	NA	NA	NA	NA	NA		Mound	Неопр.		1086			25,846367000	42,650753000	нд	нд	нд	нд	нд	Могила		Стара Загора	Гурково	Конаре				Топография	Топографска карта М 1:5000	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	271	Хълмист	7	ЮЗ	2	27556	45938	91339	131520	169967	177246	176510	148180	104320	58998	30832	21591	1183997	1	Равен	1	Равен	4	Канелени	12	Интрузивни магмени (горен палеозой)	3	Интрузивни магмени	567	558	45247	44393	841	830	76	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	271	7	2	27556	45938	91339	131520	169967	177246	176510	148180	104320	58998	30832	21591	1183997	1	1	4	12	3	567	558	45247	44393	841	830	76	74
224	1312			25,767810000	42,626837000	NA	NA	NA	NA	NA		Sanctuary?	РЕ		1312			25,767810000	42,626837000	нд	нд	нд	нд	нд	Светилище?		Стара Загора	Николаево	Нова Махала	Сарай бахча			Литературни данни	Описание в посочената публикация и топографска карта М 1:5000	РЕ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	271	Хълмист	1	Равен терен	0	26872	45049	90142	130472	169211	176699	175849	147190	103119	57963	30105	21012	1173683	1	Равен	1	Равен	9	Псевдоподзолисти	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	1281	1280	38359	37810	643	638	253	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	271	1	0	26872	45049	90142	130472	169211	176699	175849	147190	103119	57963	30105	21012	1173683	1	1	9	15	1	1281	1280	38359	37810	643	638	253	252
361	1085			25,843133000	42,649265000	NA	NA	NA	NA	NA		Mound	Неопр.		1085			25,843133000	42,649265000	нд	нд	нд	нд	нд	Могила		Стара Загора	Гурково	Конаре				Топография	Топографска карта М 1:5000	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	271	Хълмист	6	Ю	1	27775	46224	91731	131873	170235	177449	176752	148518	104715	59332	31065	21775	1187445	1	Равен	1	Равен	4	Канелени	12	Интрузивни магмени (горен палеозой)	3	Интрузивни магмени	433	423	44998	44115	600	588	219	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	271	6	1	27775	46224	91731	131873	170235	177449	176752	148518	104715	59332	31065	21775	1187445	1	1	4	12	3	433	423	44998	44115	600	588	219	215
112	957			25,791197000	42,592395000	NA	y	NA	NA	NA		Road station?	А		957			25,791197000	42,592395000	нд	да	нд	нд	нд	Пътна станция?		Стара Загора	Николаево	Елхово	Беклемето			Литературни данни	Име на местността и описание в посочената публикация	А	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	Хълмист	2	С	1	26120	44074	88831	129342	168439	176174	175181	146135	101809	56828	29305	20377	1162615	1	Равен	1	Равен	12	Сиви горски	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	2683	2682	39825	39808	1471	1464	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	2	1	26120	44074	88831	129342	168439	176174	175181	146135	101809	56828	29305	20377	1162615	1	1	12	15	1	2683	2682	39825	39808	1471	1464	9	9
404	1315			25,774711000	42,620935000	NA	NA	NA	NA	NA		Settlement	КСр.	Преди 1590	1315			25,774711000	42,620935000	нд	нд	нд	нд	нд	Селище	Преди 1590	Стара Загора	Николаево	Нова махала	Йенидже			Литературни данни	По описание в посочената публикация	КСр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	272	Хълмист	3	СИ	1	26615	44718	89704	130110	168994	176576	175668	146861	102684	57579	29832	20795	1170135	1	Равен	1	Равен	9	Псевдоподзолисти	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	415	415	38697	38363	95	94	356	355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	272	3	1	26615	44718	89704	130110	168994	176576	175668	146861	102684	57579	29832	20795	1170135	1	1	9	15	1	415	415	38697	38363	95	94	356	355
313	1308			25,791294000	42,630061000	NA	NA	NA	NA	NA		Mound	РЕл.	Кр. IV – нач. III в. пр. Хр.	1308			25,791294000	42,630061000	нд	нд	нд	нд	нд	Могила	Кр. IV – нач. III в. пр. Хр.	Стара Загора	Николаево	Николаево				Литературни данни	Приблизително – по описанието в посочените източници	РЕл.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	273	Хълмист	8	З	1	26991	45205	90361	130684	169399	176864	176024	147400	103343	58146	30231	21113	1175761	1	Равен	1	Равен	9	Псевдоподзолисти	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	1053	1052	40456	39747	1308	1213	336	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	273	8	1	26991	45205	90361	130684	169399	176864	176024	147400	103343	58146	30231	21113	1175761	1	1	9	15	1	1053	1052	40456	39747	1308	1213	336	336
226	1314			25,740546000	42,621752000	NA	NA	NA	NA	NA		Mound	Неопр.		1314			25,740546000	42,621752000	нд	нд	нд	нд	нд	Могила		Стара Загора	Николаево	Нова Махала				Литературни данни	Описание в посочената публикация и топографска карта М 1:50 000	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	273	Хълмист	5	ЮИ	2	27667	46078	91518	131654	170029	177259	176551	148295	104493	59159	30950	21685	1185338	1	Равен	1	Равен	9	Псевдоподзолисти	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	1867	1866	35917	35562	802	777	143	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	273	5	2	27667	46078	91518	131654	170029	177259	176551	148295	104493	59159	30950	21685	1185338	1	1	9	15	1	1867	1866	35917	35562	802	777	143	141
225	1313			25,737193000	42,621859000	NA	NA	NA	NA	NA		Mound	Неопр.		1313			25,737193000	42,621859000	нд	нд	нд	нд	нд	Могила		Стара Загора	Николаево	Нова Махала				Литературни данни	Описание в посочената публикация и топографска карта М 1:50 000	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	273	Хълмист	6	Ю	1	27618	46013	91422	131555	169931	177169	176456	148194	104393	59081	30898	21644	1184373	1	Равен	1	Равен	9	Псевдоподзолисти	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	1933	1933	35654	35287	569	542	85	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	273	6	1	27618	46013	91422	131555	169931	177169	176456	148194	104393	59081	30898	21644	1184373	1	1	9	15	1	1933	1933	35654	35287	569	542	85	85
363	1087			25,841789000	42,650862000	NA	NA	NA	NA	NA		Mound	Неопр.		1087			25,841789000	42,650862000	нд	нд	нд	нд	нд	Могила		Стара Загора	Гурково	Конаре				Топография	Топографска карта М 1:5000	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	274	Хълмист	7	ЮЗ	1	27407	45748	91099	131343	169891	177230	176463	148029	104087	58779	30674	21464	1182214	1	Равен	1	Равен	4	Канелени	12	Интрузивни магмени (горен палеозой)	3	Интрузивни магмени	638	625	44846	44020	606	591	290	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	274	7	1	27407	45748	91099	131343	169891	177230	176463	148029	104087	58779	30674	21464	1182214	1	1	4	12	3	638	625	44846	44020	606	591	290	287
364	1088			25,841983000	42,651024000	NA	NA	NA	NA	NA		Mound	Неопр.		1088			25,841983000	42,651024000	нд	нд	нд	нд	нд	Могила		Стара Загора	Гурково	Конаре				Топография	Топографска карта М 1:5000	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	274	Хълмист	1	Равен терен	1	27265	45565	90854	131132	169747	177132	176339	147832	103842	58567	30524	21344	1180143	1	Равен	1	Равен	4	Канелени	12	Интрузивни магмени (горен палеозой)	3	Интрузивни магмени	650	637	44864	44037	629	615	267	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	274	1	1	27265	45565	90854	131132	169747	177132	176339	147832	103842	58567	30524	21344	1180143	1	1	4	12	3	650	637	44864	44037	629	615	267	265
320	1080			25,842560000	42,650913000	NA	NA	NA	NA	NA		Mound	Неопр.		1080			25,842560000	42,650913000	нд	нд	нд	нд	нд	Могила		Стара Загора	Гурково	Конаре				Топография	Топографска карта М 1:50 000 и М 1:5000	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	274	Хълмист	5	ЮИ	1	27393	45731	91078	131327	169884	177228	176458	148015	104066	58760	30660	21453	1182053	1	Равен	1	Равен	4	Канелени	12	Интрузивни магмени (горен палеозой)	3	Интрузивни магмени	621	612	44922	44083	659	643	232	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	274	5	1	27393	45731	91078	131327	169884	177228	176458	148015	104066	58760	30660	21453	1182053	1	1	4	12	3	621	612	44922	44083	659	643	232	229
365	1089			25,841861000	42,651241000	NA	NA	NA	NA	NA		Mound	Неопр.		1089			25,841861000	42,651241000	нд	нд	нд	нд	нд	Могила		Стара Загора	Гурково	Конаре				Топография	Топографска карта М 1:5000	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	274	Хълмист	6	Ю	1	27442	45795	91163	131402	169938	177267	176506	148086	104152	58834	30712	21494	1182791	1	Равен	1	Равен	4	Канелени	12	Интрузивни магмени (горен палеозой)	3	Интрузивни магмени	675	663	44872	44029	638	625	267	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	274	6	1	27442	45795	91163	131402	169938	177267	176506	148086	104152	58834	30712	21494	1182791	1	1	4	12	3	675	663	44872	44029	638	625	267	263
161	967			25,733893000	42,596603000	NA	NA	NA	NA	NA		Ford (crossing)	Неопр.		967			25,733893000	42,596603000	нд	нд	нд	нд	нд	Брод		Стара Загора	Николаево	Елхово				Топонимия	Топографска карта М 1:126 000 	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	275	Хълмист	1	Равен терен	0	26926	45123	90257	130606	169366	176855	176002	147334	103242	58052	30163	21058	1174983	1	Равен	1	Равен	1	Алувиално-ливадни	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	5	5	35106	35085	1372	1371	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	275	1	0	26926	45123	90257	130606	169366	176855	176002	147334	103242	58052	30163	21058	1174983	1	1	1	15	1	5	5	35106	35085	1372	1371	5	5
326	1317			25,803198000	42,635598000	NA	NA	NA	NA	NA		Mound	Неопр.		1317			25,803198000	42,635598000	нд	нд	нд	нд	нд	Могила		Стара Загора	Николаево	Нова махала				Топография	Топографска карта М 1:50 000 и М 1:5000	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	275	Хълмист	4	И	1	26967	45177	90331	130674	169420	176903	176055	147400	103317	58115	30207	21093	1175659	1	Равен	1	Равен	9	Псевдоподзолисти	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	1488	1442	41556	40748	874	854	123	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	275	4	1	26967	45177	90331	130674	169420	176903	176055	147400	103317	58115	30207	21093	1175659	1	1	9	15	1	1488	1442	41556	40748	874	854	123	122
166	1408			25,818048000	42,609353000	NA	NA	NA	NA	NA		Mound	Неопр.		1408			25,818048000	42,609353000	нд	нд	нд	нд	нд	Могила		Стара Загора	Гурково	Паничерево				Литературни данни	Топографска карта М 1:50 000 и М 1:5000	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	276	Хълмист	8	З	2	27022	45241	90394	130690	169376	176825	175993	147397	103370	58185	30264	21141	1175898	1	Равен	5	Изпъкнал	4	Канелени	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	1237	1231	42052	41924	1420	1398	468	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	276	8	2	27022	45241	90394	130690	169376	176825	175993	147397	103370	58185	30264	21141	1175898	1	5	4	15	1	1237	1231	42052	41924	1420	1398	468	461
403	1309			25,794085000	42,633436000	NA	NA	NA	NA	NA		Settlement	КСр.	Преди 1472 г.	1309			25,794085000	42,633436000	нд	нд	нд	нд	нд	Селище	Преди 1472 г.	Стара Загора	Николаево	Николаево	Ешекчий			Литературни данни	По описание в посочената публикация	КСр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	277	Хълмист	8	З	1	26722	44856	89889	130272	169110	176664	175773	147014	102870	57739	29946	20886	1171742	1	Равен	1	Равен	9	Псевдоподзолисти	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	1363	1362	40791	39991	905	801	640	638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	277	8	1	26722	44856	89889	130272	169110	176664	175773	147014	102870	57739	29946	20886	1171742	1	1	9	15	1	1363	1362	40791	39991	905	801	640	638
469	1061		2300306	25,718058000	42,474431000	y	y	NA	NA	3		Fortress	ЗСр.	XI – XIV в.	1061		2300306	25,718058000	42,474431000	да	да	нд	нд	3	Крепост	XI – XIV в.	Стара Загора	Стара Загора	Колена	Манастир кале			АКБ картон	Координати и скици от АКБ картона	ЗСр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	Хълмист	4	И	8	26337	44287	88909	128986	167560	175090	174187	145602	101783	57050	29515	20557	1159862	5	Седловина	5	Изпъкнал	4	Канелени	2	Седиментни (горна креда)	1	Седиментни	12190	12060	37350	37240	5821	5686	285	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	4	8	26337	44287	88909	128986	167560	175090	174187	145602	101783	57050	29515	20557	1159862	5	5	4	2	1	12190	12060	37350	37240	5821	5686	285	238
325	1316			25,736898000	42,623276000	NA	NA	NA	NA	NA		Mound	Неопр.		1316			25,736898000	42,623276000	нд	нд	нд	нд	нд	Могила		Стара Загора	Николаево	Нова махала				Топография	Топографска карта М 1:50 000 и М 1:5000	Неопр.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	278	Хълмист	6	Ю	1	27789	46231	91708	131792	170078	177259	176581	148411	104676	59334	31079	21789	1186727	8	Основа на склон	1	Равен	9	Псевдоподзолисти	15	Алувиални и пролувиални отложения (кватернер)	1	Седиментни	2093	2092	35655	35266	463	434	131	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	278	6	1	27789	46231	91708	131792	170078	177259	176581	148411	104676	59334	31079	21789	1186727	8	1	9	15	1	2093	2092	35655	35266	463	434	131	130
